,cell_type,sampleID,status
91694,Capillary_Endo,GT_IZ_P9,IZ
91695,Fib_0,GT_IZ_P9,IZ
91696,healthy_CM,GT_IZ_P9,IZ
91697,Fib_0,GT_IZ_P9,IZ
91698,Venous_Endo,GT_IZ_P9,IZ
91699,Lymphatic_Endo,GT_IZ_P9,IZ
91700,healthy_CM,GT_IZ_P9,IZ
91701,Myofib,GT_IZ_P9,IZ
91702,perivascular_fibroblasts,GT_IZ_P9,IZ
91703,Fib_0,GT_IZ_P9,IZ
91704,perivascular_fibroblasts,GT_IZ_P9,IZ
91705,Fib_0,GT_IZ_P9,IZ
91706,healthy_CM,GT_IZ_P9,IZ
91707,healthy_CM,GT_IZ_P9,IZ
91708,Fib_0,GT_IZ_P9,IZ
91709,healthy_CM,GT_IZ_P9,IZ
91710,vCM_4,GT_IZ_P9,IZ
91711,Fib_0,GT_IZ_P9,IZ
91712,Fib_0,GT_IZ_P9,IZ
91713,prolif,GT_IZ_P9,IZ
91714,Myofib,GT_IZ_P9,IZ
91715,prolif,GT_IZ_P9,IZ
91716,CCL18_Macrophages,GT_IZ_P9,IZ
91717,Fib_0,GT_IZ_P9,IZ
91718,Fib_0,GT_IZ_P9,IZ
91719,Lymphatic_Endo,GT_IZ_P9,IZ
91720,perivascular_fibroblasts,GT_IZ_P9,IZ
91721,Fib_0,GT_IZ_P9,IZ
91722,Fib_0,GT_IZ_P9,IZ
91723,healthy_CM,GT_IZ_P9,IZ
91724,Fib_0,GT_IZ_P9,IZ
91725,vSMCs_2,GT_IZ_P9,IZ
91726,Fib_0,GT_IZ_P9,IZ
91727,healthy_CM,GT_IZ_P9,IZ
91728,Fib_0,GT_IZ_P9,IZ
91729,vSMCs_2,GT_IZ_P9,IZ
91730,Fib_0,GT_IZ_P9,IZ
91731,healthy_CM,GT_IZ_P9,IZ
91732,Fib_0,GT_IZ_P9,IZ
91733,Pericyte_1,GT_IZ_P9,IZ
91734,vCM_3,GT_IZ_P9,IZ
91735,SPP1_Macrophages,GT_IZ_P9,IZ
91736,healthy_CM,GT_IZ_P9,IZ
91737,Fib_SCARA5,GT_IZ_P9,IZ
91738,Myofib,GT_IZ_P9,IZ
91739,healthy_CM,GT_IZ_P9,IZ
91740,perivascular_fibroblasts,GT_IZ_P9,IZ
91741,Venous_Endo,GT_IZ_P9,IZ
91742,Pericyte_1,GT_IZ_P9,IZ
91743,Lymphatic_Endo,GT_IZ_P9,IZ
91744,Arterial_Endo,GT_IZ_P9,IZ
91745,healthy_CM,GT_IZ_P9,IZ
91746,Myofib,GT_IZ_P9,IZ
91747,Arterial_Endo,GT_IZ_P9,IZ
91748,vCM_4,GT_IZ_P9,IZ
91749,Myofib,GT_IZ_P9,IZ
91750,Venous_Endo,GT_IZ_P9,IZ
91751,Fib_0,GT_IZ_P9,IZ
91752,Endocardial_Endo,GT_IZ_P9,IZ
91753,damaged_CM,GT_IZ_P9,IZ
91754,Capillary_Endo,GT_IZ_P9,IZ
91755,vCM_4,GT_IZ_P9,IZ
91756,Pericyte_1,GT_IZ_P9,IZ
91757,prolif,GT_IZ_P9,IZ
91758,Venous_Endo,GT_IZ_P9,IZ
91759,Arterial_Endo,GT_IZ_P9,IZ
91760,healthy_CM,GT_IZ_P9,IZ
91761,Capillary_Endo,GT_IZ_P9,IZ
91762,Pericyte_1,GT_IZ_P9,IZ
91763,intermediate_CM,GT_IZ_P9,IZ
91764,Myofib,GT_IZ_P9,IZ
91765,healthy_CM,GT_IZ_P9,IZ
91766,healthy_CM,GT_IZ_P9,IZ
91767,intermediate_CM,GT_IZ_P9,IZ
91768,Fib_SCARA5,GT_IZ_P9,IZ
91769,healthy_CM,GT_IZ_P9,IZ
91770,damaged_CM,GT_IZ_P9,IZ
91771,Fib_0,GT_IZ_P9,IZ
91772,Fib_0,GT_IZ_P9,IZ
91773,Myofib,GT_IZ_P9,IZ
91774,healthy_CM,GT_IZ_P9,IZ
91775,Fib_0,GT_IZ_P9,IZ
91776,Fib_0,GT_IZ_P9,IZ
91777,Myofib,GT_IZ_P9,IZ
91778,Arterial_Endo,GT_IZ_P9,IZ
91779,Pericyte_1,GT_IZ_P9,IZ
91780,intermediate_CM,GT_IZ_P9,IZ
91781,healthy_CM,GT_IZ_P9,IZ
91782,damaged_CM,GT_IZ_P9,IZ
91783,Myofib,GT_IZ_P9,IZ
91784,Venous_Endo,GT_IZ_P9,IZ
91785,Fib_0,GT_IZ_P9,IZ
91786,healthy_CM,GT_IZ_P9,IZ
91787,Capillary_Endo,GT_IZ_P9,IZ
91788,Fib_0,GT_IZ_P9,IZ
91789,Myofib,GT_IZ_P9,IZ
91790,Arterial_Endo,GT_IZ_P9,IZ
91791,Myofib,GT_IZ_P9,IZ
91792,intermediate_CM,GT_IZ_P9,IZ
91793,prolif,GT_IZ_P9,IZ
91794,Myofib,GT_IZ_P9,IZ
91795,Pericyte_1,GT_IZ_P9,IZ
91796,prolif,GT_IZ_P9,IZ
91797,Fib_0,GT_IZ_P9,IZ
91798,damaged_CM,GT_IZ_P9,IZ
91799,Fib_0,GT_IZ_P9,IZ
91800,Fib_0,GT_IZ_P9,IZ
91801,perivascular_fibroblasts,GT_IZ_P9,IZ
91802,healthy_CM,GT_IZ_P9,IZ
91803,prolif,GT_IZ_P9,IZ
91804,intermediate_CM,GT_IZ_P9,IZ
91805,vCM_4,GT_IZ_P9,IZ
91806,Arterial_Endo,GT_IZ_P9,IZ
91807,Fib_SCARA5,GT_IZ_P9,IZ
91808,Fib_0,GT_IZ_P9,IZ
91809,healthy_CM,GT_IZ_P9,IZ
91810,intermediate_CM,GT_IZ_P9,IZ
91811,Fib_0,GT_IZ_P9,IZ
91812,Capillary_Endo,GT_IZ_P9,IZ
91813,intermediate_CM,GT_IZ_P9,IZ
91814,Endocardial_Endo,GT_IZ_P9,IZ
91815,vCM_3,GT_IZ_P9,IZ
91816,healthy_CM,GT_IZ_P9,IZ
91817,healthy_CM,GT_IZ_P9,IZ
91818,healthy_CM,GT_IZ_P9,IZ
91819,intermediate_CM,GT_IZ_P9,IZ
91820,Venous_Endo,GT_IZ_P9,IZ
91821,Myofib,GT_IZ_P9,IZ
91822,Fib_3,GT_IZ_P9,IZ
91823,Pericyte_2,GT_IZ_P9,IZ
91824,Fib_0,GT_IZ_P9,IZ
91825,Fib_0,GT_IZ_P9,IZ
91826,Fib_0,GT_IZ_P9,IZ
91827,damaged_CM,GT_IZ_P9,IZ
91828,Fib_3,GT_IZ_P9,IZ
91829,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91830,Fib_0,GT_IZ_P9,IZ
91831,vCM_3,GT_IZ_P9,IZ
91832,damaged_CM,GT_IZ_P9,IZ
91833,healthy_CM,GT_IZ_P9,IZ
91834,Fib_0,GT_IZ_P9,IZ
91835,Fib_0,GT_IZ_P9,IZ
91836,Fib_SCARA5,GT_IZ_P9,IZ
91837,healthy_CM,GT_IZ_P9,IZ
91838,healthy_CM,GT_IZ_P9,IZ
91839,perivascular_fibroblasts,GT_IZ_P9,IZ
91840,vCM_4,GT_IZ_P9,IZ
91841,Myofib,GT_IZ_P9,IZ
91842,healthy_CM,GT_IZ_P9,IZ
91843,Capillary_Endo,GT_IZ_P9,IZ
91844,perivascular_fibroblasts,GT_IZ_P9,IZ
91845,vCM_3,GT_IZ_P9,IZ
91846,Fib_0,GT_IZ_P9,IZ
91847,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91848,intermediate_CM,GT_IZ_P9,IZ
91849,Lymphatic_Endo,GT_IZ_P9,IZ
91850,intermediate_CM,GT_IZ_P9,IZ
91851,Fib_0,GT_IZ_P9,IZ
91852,Fib_0,GT_IZ_P9,IZ
91853,vCM_4,GT_IZ_P9,IZ
91854,perivascular_fibroblasts,GT_IZ_P9,IZ
91855,healthy_CM,GT_IZ_P9,IZ
91856,damaged_CM,GT_IZ_P9,IZ
91857,Fib_0,GT_IZ_P9,IZ
91858,intermediate_CM,GT_IZ_P9,IZ
91859,Fib_0,GT_IZ_P9,IZ
91860,damaged_CM,GT_IZ_P9,IZ
91861,Myofib,GT_IZ_P9,IZ
91862,vCM_4,GT_IZ_P9,IZ
91863,CCL18_Macrophages,GT_IZ_P9,IZ
91864,Fib_0,GT_IZ_P9,IZ
91865,Myofib,GT_IZ_P9,IZ
91866,Fib_0,GT_IZ_P9,IZ
91867,Myofib,GT_IZ_P9,IZ
91868,healthy_CM,GT_IZ_P9,IZ
91869,healthy_CM,GT_IZ_P9,IZ
91870,Fib_0,GT_IZ_P9,IZ
91871,vCM_3,GT_IZ_P9,IZ
91872,Myofib,GT_IZ_P9,IZ
91873,SPP1_Macrophages,GT_IZ_P9,IZ
91874,vCM_4,GT_IZ_P9,IZ
91875,vCM_3,GT_IZ_P9,IZ
91876,intermediate_CM,GT_IZ_P9,IZ
91877,damaged_CM,GT_IZ_P9,IZ
91878,Pericyte_1,GT_IZ_P9,IZ
91879,intermediate_CM,GT_IZ_P9,IZ
91880,healthy_CM,GT_IZ_P9,IZ
91881,vCM_4,GT_IZ_P9,IZ
91882,healthy_CM,GT_IZ_P9,IZ
91883,Venous_Endo,GT_IZ_P9,IZ
91884,Fib_0,GT_IZ_P9,IZ
91885,Fib_0,GT_IZ_P9,IZ
91886,Fib_0,GT_IZ_P9,IZ
91887,perivascular_fibroblasts,GT_IZ_P9,IZ
91888,intermediate_CM,GT_IZ_P9,IZ
91889,prolif,GT_IZ_P9,IZ
91890,vCM_4,GT_IZ_P9,IZ
91891,healthy_CM,GT_IZ_P9,IZ
91892,Fib_0,GT_IZ_P9,IZ
91893,Fib_0,GT_IZ_P9,IZ
91894,healthy_CM,GT_IZ_P9,IZ
91895,Fib_SCARA5,GT_IZ_P9,IZ
91896,Pericyte_2,GT_IZ_P9,IZ
91897,intermediate_CM,GT_IZ_P9,IZ
91898,Myofib,GT_IZ_P9,IZ
91899,SPP1_Macrophages,GT_IZ_P9,IZ
91900,Fib_0,GT_IZ_P9,IZ
91901,Myofib,GT_IZ_P9,IZ
91902,healthy_CM,GT_IZ_P9,IZ
91903,Adipo,GT_IZ_P9,IZ
91904,Endocardial_Endo,GT_IZ_P9,IZ
91905,Fib_SCARA5,GT_IZ_P9,IZ
91906,intermediate_CM,GT_IZ_P9,IZ
91907,Capillary_Endo,GT_IZ_P9,IZ
91908,intermediate_CM,GT_IZ_P9,IZ
91909,intermediate_CM,GT_IZ_P9,IZ
91910,healthy_CM,GT_IZ_P9,IZ
91911,intermediate_CM,GT_IZ_P9,IZ
91912,vSMCs_2,GT_IZ_P9,IZ
91913,prolif,GT_IZ_P9,IZ
91914,Arterial_Endo,GT_IZ_P9,IZ
91915,vCM_4,GT_IZ_P9,IZ
91916,Venous_Endo,GT_IZ_P9,IZ
91917,vCM_3,GT_IZ_P9,IZ
91918,damaged_CM,GT_IZ_P9,IZ
91919,Fib_0,GT_IZ_P9,IZ
91920,damaged_CM,GT_IZ_P9,IZ
91921,Fib_0,GT_IZ_P9,IZ
91922,healthy_CM,GT_IZ_P9,IZ
91923,intermediate_CM,GT_IZ_P9,IZ
91924,Fib_0,GT_IZ_P9,IZ
91925,prolif,GT_IZ_P9,IZ
91926,intermediate_CM,GT_IZ_P9,IZ
91927,Arterial_Endo,GT_IZ_P9,IZ
91928,perivascular_fibroblasts,GT_IZ_P9,IZ
91929,Myofib,GT_IZ_P9,IZ
91930,intermediate_CM,GT_IZ_P9,IZ
91931,Venous_Endo,GT_IZ_P9,IZ
91932,Adipo,GT_IZ_P9,IZ
91933,Fib_0,GT_IZ_P9,IZ
91934,Fib_0,GT_IZ_P9,IZ
91935,perivascular_fibroblasts,GT_IZ_P9,IZ
91936,damaged_CM,GT_IZ_P9,IZ
91937,perivascular_fibroblasts,GT_IZ_P9,IZ
91938,Fib_0,GT_IZ_P9,IZ
91939,intermediate_CM,GT_IZ_P9,IZ
91940,Venous_Endo,GT_IZ_P9,IZ
91941,prolif,GT_IZ_P9,IZ
91942,Venous_Endo,GT_IZ_P9,IZ
91943,Myofib,GT_IZ_P9,IZ
91944,Lymphatic_Endo,GT_IZ_P9,IZ
91945,Fib_0,GT_IZ_P9,IZ
91946,damaged_CM,GT_IZ_P9,IZ
91947,CD4,GT_IZ_P9,IZ
91948,vCM_4,GT_IZ_P9,IZ
91949,healthy_CM,GT_IZ_P9,IZ
91950,intermediate_CM,GT_IZ_P9,IZ
91951,intermediate_CM,GT_IZ_P9,IZ
91952,prolif,GT_IZ_P9,IZ
91953,healthy_CM,GT_IZ_P9,IZ
91954,Lymphatic_Endo,GT_IZ_P9,IZ
91955,Endocardial_Endo,GT_IZ_P9,IZ
91956,Capillary_Endo,GT_IZ_P9,IZ
91957,intermediate_CM,GT_IZ_P9,IZ
91958,Myofib,GT_IZ_P9,IZ
91959,Fib_3,GT_IZ_P9,IZ
91960,damaged_CM,GT_IZ_P9,IZ
91961,Capillary_Endo,GT_IZ_P9,IZ
91962,healthy_CM,GT_IZ_P9,IZ
91963,CCL18_Macrophages,GT_IZ_P9,IZ
91964,intermediate_CM,GT_IZ_P9,IZ
91965,damaged_CM,GT_IZ_P9,IZ
91966,healthy_CM,GT_IZ_P9,IZ
91967,damaged_CM,GT_IZ_P9,IZ
91968,Fib_0,GT_IZ_P9,IZ
91969,LYVE_PLTP_Macrophages,GT_IZ_P9,IZ
91970,Capillary_Endo,GT_IZ_P9,IZ
91971,Fib_SCARA5,GT_IZ_P9,IZ
91972,Venous_Endo,GT_IZ_P9,IZ
91973,Fib_3,GT_IZ_P9,IZ
91974,Fib_0,GT_IZ_P9,IZ
91975,Fib_0,GT_IZ_P9,IZ
91976,Fib_0,GT_IZ_P9,IZ
91977,Myofib,GT_IZ_P9,IZ
91978,intermediate_CM,GT_IZ_P9,IZ
91979,Fib_0,GT_IZ_P9,IZ
91980,Fib_0,GT_IZ_P9,IZ
91981,Fib_0,GT_IZ_P9,IZ
91982,Fib_3,GT_IZ_P9,IZ
91983,Myofib,GT_IZ_P9,IZ
91984,Fib_0,GT_IZ_P9,IZ
91985,Fib_0,GT_IZ_P9,IZ
91986,damaged_CM,GT_IZ_P9,IZ
91987,healthy_CM,GT_IZ_P9,IZ
91988,healthy_CM,GT_IZ_P9,IZ
91989,Fib_0,GT_IZ_P9,IZ
91990,damaged_CM,GT_IZ_P9,IZ
91991,Fib_0,GT_IZ_P9,IZ
91992,damaged_CM,GT_IZ_P9,IZ
91993,Fib_0,GT_IZ_P9,IZ
91994,healthy_CM,GT_IZ_P9,IZ
91995,CCL18_Macrophages,GT_IZ_P9,IZ
91996,Pericyte_1,GT_IZ_P9,IZ
91997,Myofib,GT_IZ_P9,IZ
91998,vCM_3,GT_IZ_P9,IZ
91999,vCM_3,GT_IZ_P9,IZ
92000,Fib_0,GT_IZ_P9,IZ
92001,Myofib,GT_IZ_P9,IZ
92002,Fib_SCARA5,GT_IZ_P9,IZ
92003,healthy_CM,GT_IZ_P9,IZ
92004,healthy_CM,GT_IZ_P9,IZ
92005,Fib_0,GT_IZ_P9,IZ
92006,intermediate_CM,GT_IZ_P9,IZ
92007,Pericyte_1,GT_IZ_P9,IZ
92008,Fib_0,GT_IZ_P9,IZ
92009,damaged_CM,GT_IZ_P9,IZ
92010,prolif,GT_IZ_P9,IZ
92011,Fib_0,GT_IZ_P9,IZ
92012,Venous_Endo,GT_IZ_P9,IZ
92013,Fib_0,GT_IZ_P9,IZ
92014,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
92015,CCL18_Macrophages,GT_IZ_P9,IZ
92016,Adipo,GT_IZ_P9,IZ
92017,Myofib,GT_IZ_P9,IZ
92018,prolif,GT_IZ_P9,IZ
92019,Fib_0,GT_IZ_P9,IZ
92020,Capillary_Endo,GT_IZ_P9,IZ
92021,prolif,GT_IZ_P9,IZ
92022,vCM_4,GT_IZ_P9,IZ
92023,damaged_CM,GT_IZ_P9,IZ
92024,Fib_0,GT_IZ_P9,IZ
92025,healthy_CM,GT_IZ_P9,IZ
92026,Fib_0,GT_IZ_P9,IZ
92027,healthy_CM,GT_IZ_P9,IZ
92028,healthy_CM,GT_IZ_P9,IZ
92029,intermediate_CM,GT_IZ_P9,IZ
92030,perivascular_fibroblasts,GT_IZ_P9,IZ
92031,Fib_0,GT_IZ_P9,IZ
92032,Fib_0,GT_IZ_P9,IZ
92033,Pericyte_1,GT_IZ_P9,IZ
92034,healthy_CM,GT_IZ_P9,IZ
92035,Lymphatic_Endo,GT_IZ_P9,IZ
92036,healthy_CM,GT_IZ_P9,IZ
92037,intermediate_CM,GT_IZ_P9,IZ
92038,vCM_3,GT_IZ_P9,IZ
92039,Myofib,GT_IZ_P9,IZ
92040,Lymphatic_Endo,GT_IZ_P9,IZ
92041,healthy_CM,GT_IZ_P9,IZ
92042,CCL18_Macrophages,GT_IZ_P9,IZ
92043,Fib_0,GT_IZ_P9,IZ
92044,Fib_0,GT_IZ_P9,IZ
92045,healthy_CM,GT_IZ_P9,IZ
92046,healthy_CM,GT_IZ_P9,IZ
92047,Fib_0,GT_IZ_P9,IZ
92048,Fib_0,GT_IZ_P9,IZ
92049,healthy_CM,GT_IZ_P9,IZ
92050,Myofib,GT_IZ_P9,IZ
92051,Monocytes,GT_IZ_P9,IZ
92052,healthy_CM,GT_IZ_P9,IZ
92053,damaged_CM,GT_IZ_P9,IZ
92054,Monocytes,GT_IZ_P9,IZ
92055,Fib_0,GT_IZ_P9,IZ
92056,healthy_CM,GT_IZ_P9,IZ
92057,Venous_Endo,GT_IZ_P9,IZ
92058,prolif,GT_IZ_P9,IZ
92059,Myofib,GT_IZ_P9,IZ
92060,healthy_CM,GT_IZ_P9,IZ
92061,Fib_3,GT_IZ_P9,IZ
92062,intermediate_CM,GT_IZ_P9,IZ
92063,damaged_CM,GT_IZ_P9,IZ
92064,Fib_SCARA5,GT_IZ_P9,IZ
92065,healthy_CM,GT_IZ_P9,IZ
92066,healthy_CM,GT_IZ_P9,IZ
92067,healthy_CM,GT_IZ_P9,IZ
92068,intermediate_CM,GT_IZ_P9,IZ
92069,Fib_0,GT_IZ_P9,IZ
92070,Capillary_Endo,GT_IZ_P9,IZ
92071,Venous_Endo,GT_IZ_P9,IZ
92072,Fib_0,GT_IZ_P9,IZ
92073,Myofib,GT_IZ_P9,IZ
92074,Fib_SCARA5,GT_IZ_P9,IZ
92075,Fib_0,GT_IZ_P9,IZ
92076,Fib_0,GT_IZ_P9,IZ
92077,Capillary_Endo,GT_IZ_P9,IZ
92078,healthy_CM,GT_IZ_P9,IZ
92079,intermediate_CM,GT_IZ_P9,IZ
92080,damaged_CM,GT_IZ_P9,IZ
92081,Fib_0,GT_IZ_P9,IZ
92082,Myofib,GT_IZ_P9,IZ
92083,Fib_0,GT_IZ_P9,IZ
92084,Fib_0,GT_IZ_P9,IZ
92085,Lymphatic_Endo,GT_IZ_P9,IZ
92086,Myofib,GT_IZ_P9,IZ
92087,Capillary_Endo,GT_IZ_P9,IZ
92088,Myofib,GT_IZ_P9,IZ
92089,prolif,GT_IZ_P9,IZ
92090,intermediate_CM,GT_IZ_P9,IZ
92091,Myofib,GT_IZ_P9,IZ
92092,intermediate_CM,GT_IZ_P9,IZ
92093,intermediate_CM,GT_IZ_P9,IZ
92094,Myofib,GT_IZ_P9,IZ
92095,healthy_CM,GT_IZ_P9,IZ
92096,healthy_CM,GT_IZ_P9,IZ
92097,intermediate_CM,GT_IZ_P9,IZ
92098,Venous_Endo,GT_IZ_P9,IZ
92099,healthy_CM,GT_IZ_P9,IZ
92100,perivascular_fibroblasts,GT_IZ_P9,IZ
92101,Fib_0,GT_IZ_P9,IZ
92102,intermediate_CM,GT_IZ_P9,IZ
92103,intermediate_CM,GT_IZ_P9,IZ
92104,perivascular_fibroblasts,GT_IZ_P9,IZ
92105,healthy_CM,GT_IZ_P9,IZ
92106,vCM_4,GT_IZ_P9,IZ
92107,Fib_0,GT_IZ_P9,IZ
92108,Fib_0,GT_IZ_P9,IZ
92109,damaged_CM,GT_IZ_P9,IZ
92110,Adipo,GT_IZ_P9,IZ
92111,vCM_3,GT_IZ_P9,IZ
92112,intermediate_CM,GT_IZ_P9,IZ
92113,healthy_CM,GT_IZ_P9,IZ
92114,intermediate_CM,GT_IZ_P9,IZ
92115,Arterial_Endo,GT_IZ_P9,IZ
92116,prolif,GT_IZ_P9,IZ
92117,healthy_CM,GT_IZ_P9,IZ
92118,Myofib,GT_IZ_P9,IZ
92119,intermediate_CM,GT_IZ_P9,IZ
92120,prolif,GT_IZ_P9,IZ
92121,Fib_0,GT_IZ_P9,IZ
92122,healthy_CM,GT_IZ_P9,IZ
92123,damaged_CM,GT_IZ_P9,IZ
92124,SPP1_Macrophages,GT_IZ_P9,IZ
92125,intermediate_CM,GT_IZ_P9,IZ
92126,Myofib,GT_IZ_P9,IZ
92127,Myofib,GT_IZ_P9,IZ
92128,Lymphatic_Endo,GT_IZ_P9,IZ
92129,Venous_Endo,GT_IZ_P9,IZ
92130,SPP1_Macrophages,GT_IZ_P9,IZ
92131,damaged_CM,GT_IZ_P9,IZ
92132,Myofib,GT_IZ_P9,IZ
92133,damaged_CM,GT_IZ_P9,IZ
92134,healthy_CM,GT_IZ_P9,IZ
92135,Endocardial_Endo,GT_IZ_P9,IZ
92136,Fib_0,GT_IZ_P9,IZ
92137,Fib_0,GT_IZ_P9,IZ
92138,Myofib,GT_IZ_P9,IZ
92139,healthy_CM,GT_IZ_P9,IZ
92140,Fib_0,GT_IZ_P9,IZ
92141,Fib_SCARA5,GT_IZ_P9,IZ
92142,Lymphatic_Endo,GT_IZ_P9,IZ
92143,Fib_0,GT_IZ_P9,IZ
92144,Fib_0,GT_IZ_P9,IZ
92145,prolif,GT_IZ_P9,IZ
92146,Venous_Endo,GT_IZ_P9,IZ
92147,Monocytes,GT_IZ_P9,IZ
92148,Lymphatic_Endo,GT_IZ_P9,IZ
92149,prolif,GT_IZ_P9,IZ
92150,Arterial_Endo,GT_IZ_P9,IZ
92151,vCM_4,GT_IZ_P9,IZ
92152,Venous_Endo,GT_IZ_P9,IZ
92153,SPP1_Macrophages,GT_IZ_P9,IZ
92154,intermediate_CM,GT_IZ_P9,IZ
92155,Fib_0,GT_IZ_P9,IZ
92156,Pericyte_1,GT_IZ_P9,IZ
92157,healthy_CM,GT_IZ_P9,IZ
92158,vCM_4,GT_IZ_P9,IZ
92159,healthy_CM,GT_IZ_P9,IZ
92160,Myofib,GT_IZ_P9,IZ
92161,Fib_0,GT_IZ_P9,IZ
92162,Fib_0,GT_IZ_P9,IZ
92163,Fib_0,GT_IZ_P9,IZ
92164,Fib_0,GT_IZ_P9,IZ
92165,healthy_CM,GT_IZ_P9,IZ
92166,healthy_CM,GT_IZ_P9,IZ
92167,healthy_CM,GT_IZ_P9,IZ
92168,Fib_0,GT_IZ_P9,IZ
92169,LYVE_FOLR_Macrophages,GT_IZ_P9,IZ
92170,Myofib,GT_IZ_P9,IZ
92171,Myofib,GT_IZ_P9,IZ
92172,vCM_4,GT_IZ_P9,IZ
92173,Capillary_Endo,GT_IZ_P9,IZ
92174,healthy_CM,GT_IZ_P9,IZ
92175,healthy_CM,GT_IZ_P9,IZ
92176,Fib_0,GT_IZ_P9,IZ
92177,Fib_0,GT_IZ_P9,IZ
92178,damaged_CM,GT_IZ_P9,IZ
92179,healthy_CM,GT_IZ_P9,IZ
92180,Venous_Endo,GT_IZ_P9,IZ
92181,healthy_CM,GT_IZ_P9,IZ
92182,Myofib,GT_IZ_P9,IZ
92183,vCM_4,GT_IZ_P9,IZ
92184,Fib_0,GT_IZ_P9,IZ
92185,CCL18_Macrophages,GT_IZ_P9,IZ
92186,Endocardial_Endo,GT_IZ_P9,IZ
92187,Fib_0,GT_IZ_P9,IZ
92188,Fib_0,GT_IZ_P9,IZ
92189,Myofib,GT_IZ_P9,IZ
92190,Fib_3,GT_IZ_P9,IZ
92191,damaged_CM,GT_IZ_P9,IZ
92192,vCM_4,GT_IZ_P9,IZ
92193,Capillary_Endo,GT_IZ_P9,IZ
92194,Endocardial_Endo,GT_IZ_P9,IZ
92195,intermediate_CM,GT_IZ_P9,IZ
92196,Venous_Endo,GT_IZ_P9,IZ
92197,Venous_Endo,GT_IZ_P9,IZ
92198,Lymphatic_Endo,GT_IZ_P9,IZ
92199,Fib_0,GT_IZ_P9,IZ
92200,Lymphatic_Endo,GT_IZ_P9,IZ
92201,Myofib,GT_IZ_P9,IZ
92202,Fib_0,GT_IZ_P9,IZ
92203,Arterial_Endo,GT_IZ_P9,IZ
92204,Fib_0,GT_IZ_P9,IZ
92205,Myofib,GT_IZ_P9,IZ
92206,intermediate_CM,GT_IZ_P9,IZ
92207,damaged_CM,GT_IZ_P9,IZ
92208,vCM_4,GT_IZ_P9,IZ
92209,damaged_CM,GT_IZ_P9,IZ
92210,vCM_3,GT_IZ_P9,IZ
92211,Arterial_Endo,GT_IZ_P9,IZ
92212,damaged_CM,GT_IZ_P9,IZ
92213,healthy_CM,GT_IZ_P9,IZ
92214,Fib_0,GT_IZ_P9,IZ
92215,Myofib,GT_IZ_P9,IZ
92216,Fib_0,GT_IZ_P9,IZ
92217,Myofib,GT_IZ_P9,IZ
92218,healthy_CM,GT_IZ_P9,IZ
92219,Fib_0,GT_IZ_P9,IZ
92220,Arterial_Endo,GT_IZ_P9,IZ
92221,vCM_4,GT_IZ_P9,IZ
92222,Myofib,GT_IZ_P9,IZ
92223,healthy_CM,GT_IZ_P9,IZ
92224,Capillary_Endo,GT_IZ_P9,IZ
92225,Endocardial_Endo,GT_IZ_P9,IZ
92226,healthy_CM,GT_IZ_P9,IZ
92227,intermediate_CM,GT_IZ_P9,IZ
92228,Fib_0,GT_IZ_P9,IZ
92229,prolif,GT_IZ_P9,IZ
92230,healthy_CM,GT_IZ_P9,IZ
92231,Lymphatic_Endo,GT_IZ_P9,IZ
92232,vCM_4,GT_IZ_P9,IZ
92233,Myofib,GT_IZ_P9,IZ
92234,Myofib,GT_IZ_P9,IZ
92235,healthy_CM,GT_IZ_P9,IZ
92236,Arterial_Endo,GT_IZ_P9,IZ
92237,Fib_0,GT_IZ_P9,IZ
92238,vCM_3,GT_IZ_P9,IZ
92239,vSMCs_1,GT_IZ_P9,IZ
92240,perivascular_fibroblasts,GT_IZ_P9,IZ
92241,vCM_4,GT_IZ_P9,IZ
92242,Myofib,GT_IZ_P9,IZ
92243,Fib_0,GT_IZ_P9,IZ
92244,intermediate_CM,GT_IZ_P9,IZ
92245,intermediate_CM,GT_IZ_P9,IZ
92246,Venous_Endo,GT_IZ_P9,IZ
92247,intermediate_CM,GT_IZ_P9,IZ
92248,prolif,GT_IZ_P9,IZ
92249,healthy_CM,GT_IZ_P9,IZ
92250,Venous_Endo,GT_IZ_P9,IZ
92251,Endocardial_Endo,GT_IZ_P9,IZ
92252,Endocardial_Endo,GT_IZ_P9,IZ
92253,Fib_0,GT_IZ_P9,IZ
92254,Fib_0,GT_IZ_P9,IZ
92255,healthy_CM,GT_IZ_P9,IZ
92256,healthy_CM,GT_IZ_P9,IZ
92257,intermediate_CM,GT_IZ_P9,IZ
92258,vCM_4,GT_IZ_P9,IZ
92259,intermediate_CM,GT_IZ_P9,IZ
92260,Fib_0,GT_IZ_P9,IZ
92261,healthy_CM,GT_IZ_P9,IZ
92262,vCM_4,GT_IZ_P9,IZ
92263,Venous_Endo,GT_IZ_P9,IZ
92264,Fib_0,GT_IZ_P9,IZ
92265,Myofib,GT_IZ_P9,IZ
92266,healthy_CM,GT_IZ_P9,IZ
92267,Fib_0,GT_IZ_P9,IZ
92268,Adipo,GT_IZ_P9,IZ
92269,Fib_0,GT_IZ_P9,IZ
92270,vCM_4,GT_IZ_P9,IZ
92271,Fib_SCARA5,GT_IZ_P9,IZ
